0.000000e+00,-4.440892e-16,5.551115e-17,3.330669e-16,-2.392370e-10,-2.326810e-11,9.043683e-12,-4.440892e-16,5.551115e-17,3.330669e-16,-2.392370e-10,-2.326810e-11,9.043683e-12,1.529940e-01,-1.739228e-01,4.467999e-01,-1.538280e-01,-8.433543e-01,9.656458e-01
1.000000e-01,2.195386e+00,-8.875653e-01,2.801477e+00,6.970636e-01,-4.556264e+00,5.459641e+00,1.320739e+00,-5.339571e-01,1.685362e+00,4.193518e-01,-2.741037e+00,3.284507e+00,5.251419e-01,-5.245722e-01,1.339134e+00,-4.824375e-01,-2.544094e+00,2.918853e+00
2.000000e-01,-2.823545e+00,-7.594039e-01,-2.887310e-01,-4.149878e+00,-1.400881e+00,9.634444e-01,-1.244322e+00,-6.750320e-01,4.661976e-01,-2.411355e+00,-1.917432e+00,1.854366e+00,-7.059604e-01,-5.118608e-01,7.587027e-01,-2.008407e+00,-2.229853e+00,2.333782e+00
3.000000e-01,-1.155954e+00,8.343648e-02,3.056132e+00,-5.559206e-01,-2.934512e+00,3.440172e+00,-1.200209e+00,-2.028607e-01,2.083055e+00,-1.265983e+00,-2.555588e+00,2.846095e+00,2.644019e-01,-2.516966e-01,1.220813e+00,-1.395726e+00,-2.745029e+00,3.127468e+00
4.000000e-01,3.922580e+00,-2.176944e+00,-9.247020e-01,-9.341279e-01,-3.616468e+00,3.439106e+00,2.012545e+00,-1.442757e+00,2.024863e-01,-1.061387e+00,-3.230894e+00,3.228180e+00,2.734017e+00,-3.296894e-01,-1.621619e-01,-1.631964e+00,-3.066149e+00,3.609026e+00
5.000000e-01,3.914416e+00,3.472716e+00,-2.873528e+00,-9.807258e-01,-2.467304e+00,5.832521e+00,3.245897e+00,1.654778e+00,-1.755995e+00,-1.011821e+00,-2.763565e+00,4.889756e+00,4.074141e+00,1.436977e+00,-7.788371e-01,-2.572974e+00,-2.829298e+00,4.256343e+00
6.000000e-01,5.558266e+00,9.027002e-01,1.583461e+00,-7.990567e+00,-4.711632e+00,1.405276e+00,4.765851e+00,1.212236e+00,3.270741e-01,-5.454079e+00,-4.011329e+00,2.711111e+00,5.624642e+00,1.147325e+00,7.088137e-01,-5.103949e+00,-2.949276e+00,3.316922e+00
7.000000e-01,8.594925e+00,1.906438e+00,1.223419e+00,-6.412112e+00,-1.031364e-01,4.930744e+00,7.291584e+00,1.682782e+00,8.998133e-01,-6.152353e+00,-1.541346e+00,4.127480e+00,7.281803e+00,1.084226e+00,1.316329e+00,-4.720937e+00,-1.300665e+00,4.288009e+00
8.000000e-01,7.390278e+00,-1.872269e-01,4.304370e+00,-7.716977e-01,7.394355e-02,5.604999e+00,7.482573e+00,5.149710e-01,3.102398e+00,-2.786920e+00,-4.768037e-01,5.105331e+00,7.654853e+00,1.810800e-01,2.004915e+00,-2.623347e+00,-8.599241e-01,4.605571e+00
9.000000e-01,8.630791e+00,6.170671e-01,-2.459181e+00,-2.680862e+00,-5.947058e-01,4.333292e+00,8.350299e+00,5.849511e-01,-4.273889e-01,-2.724739e+00,-5.020398e-01,4.656179e+00,8.323197e+00,-3.629982e-01,3.750387e-01,-2.375055e+00,-1.367929e+00,3.909775e+00
1.000000e+00,8.831578e+00,-4.091709e+00,3.359077e+00,-1.468716e+00,-4.777389e+00,2.028390e+00,8.804348e+00,-2.448955e+00,1.997859e+00,-1.911993e+00,-3.232931e+00,2.982793e+00,8.713602e+00,-1.891378e+00,1.576324e+00,-1.821198e+00,-2.659113e+00,2.783484e+00
1.100000e+00,9.454735e+00,-1.241444e+00,8.754462e-01,-1.319543e+00,-1.837620e+00,2.129452e+00,9.373918e+00,-1.748832e+00,1.305908e+00,-1.502842e+00,-2.361031e+00,2.406141e+00,9.017581e+00,-1.208855e+00,9.794983e-01,-1.625689e+00,-1.829252e+00,2.416544e+00
1.200000e+00,9.679661e+00,6.917912e-01,1.397843e+00,-1.830004e+00,-3.415395e-02,1.733999e+00,9.726564e+00,-2.081795e-01,1.381407e+00,-1.682192e+00,-8.432619e-01,1.927527e+00,8.918897e+00,-4.904229e-01,4.770006e-01,-1.744228e+00,-9.966925e-01,2.344602e+00
1.300000e+00,4.737814e+00,-2.390116e+00,-1.848902e+00,-2.429547e+00,-2.496571e-01,3.104624e+00,6.594322e+00,-1.645307e+00,-7.281896e-01,-2.147152e+00,-4.063327e-01,2.649666e+00,8.101086e+00,-9.585022e-01,-9.513733e-01,-1.783783e+00,-1.140815e+00,2.891864e+00
1.400000e+00,9.696082e+00,1.366674e+00,-8.391069e-01,1.000818e+00,-3.284213e+00,3.319177e+00,8.663735e+00,2.900934e-01,-8.649304e-01,-5.959250e-02,-2.248402e+00,3.069800e+00,1.070270e+01,4.949867e-03,-1.473323e+00,-1.184028e+00,-2.188975e+00,3.229474e+00
1.500000e+00,1.634382e+01,8.016480e-01,-4.811098e+00,-2.978463e+00,-2.887415e+00,3.801037e+00,1.385009e+01,6.550360e-01,-3.544190e+00,-1.904552e+00,-2.689773e+00,3.550278e+00,1.434767e+01,-4.034700e-01,-2.615699e+00,-2.781595e+00,-2.144500e+00,3.477079e+00
1.600000e+00,1.721328e+01,-3.321195e+00,-1.217372e+00,-5.861557e+00,6.669999e-01,3.359289e+00,1.638219e+01,-1.948748e+00,-2.165563e+00,-4.527325e+00,-4.934448e-01,3.439021e+00,1.600360e+01,-2.023536e+00,-1.537790e+00,-4.178855e+00,-1.360333e+00,3.397897e+00
1.700000e+00,1.761829e+01,-2.691997e+00,-3.825382e-01,-1.647360e+00,-2.945657e+00,2.532978e+00,1.758076e+01,-2.517844e+00,-1.072627e+00,-2.712117e+00,-2.067013e+00,2.844836e+00,1.644737e+01,-2.336761e+00,-7.664519e-01,-3.876031e+00,-2.614720e+00,3.355211e+00
1.800000e+00,1.390318e+01,-2.044580e+00,-1.529056e-01,-8.172692e+00,-3.951633e+00,4.569583e+00,1.551430e+01,-2.293627e+00,-4.969915e-01,-6.375150e+00,-3.339062e+00,3.979597e+00,1.572037e+01,-2.282885e+00,-3.731477e-01,-5.787491e+00,-3.537044e+00,4.132986e+00
1.900000e+00,1.870203e+01,-3.596312e+00,7.271526e-01,-6.077388e+00,-5.191404e+00,5.556752e+00,1.790506e+01,-3.238631e+00,3.137200e-01,-6.353138e+00,-4.647814e+00,5.069835e+00,1.682526e+01,-2.456418e+00,-1.983858e-01,-5.280238e+00,-4.034607e+00,4.464531e+00
2.000000e+00,1.463910e+01,-1.252089e+00,-1.766694e+00,-3.716563e+00,-2.216606e+00,3.333174e+00,1.605185e+01,-2.015594e+00,-1.050831e+00,-4.745001e+00,-3.140404e+00,3.986583e+00,1.606449e+01,-1.477849e+00,-9.494495e-01,-3.947297e+00,-3.360376e+00,3.690790e+00
2.100000e+00,1.721609e+01,1.394282e+00,-3.422199e-01,-2.764588e+00,-3.351331e+00,2.582730e+00,1.704577e+01,2.328954e-01,-6.099088e-01,-3.484288e+00,-3.323172e+00,3.066987e+00,1.675540e+01,-7.229948e-01,-8.762949e-01,-2.829733e+00,-3.821757e+00,3.269181e+00
2.200000e+00,1.735706e+01,-3.480991e+00,-1.073855e+00,-8.242012e-01,-8.281016e+00,4.335321e+00,1.748649e+01,-2.194203e+00,-9.317195e-01,-1.697629e+00,-6.701864e+00,3.896812e+00,1.701281e+01,-2.091293e+00,-1.331190e+00,-1.772968e+00,-4.740892e+00,3.532586e+00
2.300000e+00,1.484548e+01,-1.532339e+00,-3.479634e+00,-1.084350e+00,1.457640e+00,3.362088e+00,1.593137e+01,-1.800225e+00,-2.669983e+00,-1.199852e+00,-1.411521e+00,3.555319e+00,1.695854e+01,-2.062495e+00,-2.033068e+00,-1.671010e+00,-2.098125e+00,2.989014e+00
2.400000e+00,2.055448e+01,-1.851957e+00,-3.232482e+00,-1.861996e+00,-3.733797e+00,1.232906e+00,1.916400e+01,-1.861615e+00,-3.152806e+00,-1.544009e+00,-2.902384e+00,1.990416e+00,1.905856e+01,-2.557098e+00,-1.271226e+00,-2.162598e+00,-3.015739e+00,2.073360e+00
